full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Affiliate,Sentiment
wanting to try the la roche posay sunscreen tapi harga dia sungguh tak rahmah dengan duit aku,1709385487310639192,,,in,,0,0,0,https://x.com/r4wpe4h/status/1709385487310639192,721759951,r4wpe4h,0,0
Temukan La Roche Posay Anthelios UVMune 400 Invisible Fluid SPF50+ PA++++ 50ml - Sunscreen Kulit Normal/ Sensitif dengan potongan 2%! Hanya Rp400.100. Dapatkan sekarang juga di Shopee! https://t.co/DDSRZZ270h,1709316770224648216,,MwCarlitos07,in,"California, USA",0,0,0,https://x.com/MwCarlitos07/status/1709316770224648216,1691108947049226240,MwCarlitos07,1,1
Resep obat / produk skincare untuk kulit berjerawat dari dokter Singapura part 4 beli di shopee Sc: VT Kak Dewi La Roche Posay Anthelios UVMune 400 Invisible Fluid SPF 50 + PA++++ Sunscreen Kulit Normal / Sensitif 50mL https://t.co/9uV6QWROZi 15 mL https://t.co/1g2v8oUgWK https://t.co/mx93f8h0d6,1709225568024293636,https://pbs.twimg.com/media/F7hjl5ebYAAYrce.jpg,FitriaNafisa,in,"Central Java, Indonesia",0,1,0,https://x.com/FitriaNafisa/status/1709225568024293636,1178539494,FitriaNafisa,1,2
Cleanser : Eucerin hijau Toner : Eucerin hijau Serum : Garnier / La Roche Posay Moisturizer : Aiken / Hadalabo Sunscreen : La roche posay / Biore Scrub : Garnier Kalau habis semua ni kopak duit nak restock. Tu pun skincare dekat drugstore jerrr.,1708876282103214169,,,in,Malaysia,0,0,0,https://x.com/UnnaDelana/status/1708876282103214169,861262163335233536,UnnaDelana,0,3
Bagi kmu yg miliki kulit rentan berjerawat kmu bisa mencoba sunscreen La Roche Posay Anthelios UVMune 400 Invisible Fluid SPF50+ ini. Link : https://t.co/33tWIcEEC5 https://t.co/KQqLZvcD3M,1708847676144652492,https://pbs.twimg.com/media/F7cJ0iMaIAAoaez.jpg,fiendfrst,in,-,0,1,0,https://x.com/fiendfrst/status/1708847676144652492,232016442,fiendfrst,1,1
@convomfs - facial wash : cosrx salicylic acid - moisturizer : pagi cosrx oil-free moisturizing malem la roche posay cicaplast b5 - toner : pagi cosrx hydrium toner malam cosrx aha bha vitamin c - sunscreen : Skin1004 Hyalu-Cica Waterfit Sun Ser,1708157216900227196,,convomfs,in,"Auckland, New Zealand",0,0,0,https://x.com/krystalk2much/status/1708157216900227196,1054722597621923840,krystalk2much,0,3
@convomfs skin type : dry skin - facial wash : cetaphil - moisturizer : skin1004 cream/ cetaphil lotion/ la roche posay balm (ganti2an pakeknya sesuai mood) - toner : skin1004 hyalu cica - serum : skin1004 hyalu cica - sunscreen : skinaqua milk - exfoliating : emina scrub jam,1708139028573573247,,convomfs,in,"jakarta, Indonesia",0,0,0,https://x.com/wantifishy/status/1708139028573573247,223808426,wantifishy,0,3
@convomfs skin type : sensitive bgt - facial wash : spkk cosrx low ph - moisturizer : cosrx la roche posay b5+ - toner : spkk dua hari sekali - serum : lagi gaboleh pake serum dulu - sunscreen : baru nyoba facetology - exfoliating : lagi stop exfo,1708134079844266353,,convomfs,in,🐰💖,0,0,0,https://x.com/m_inthebuilding/status/1708134079844266353,1341306728223133697,m_inthebuilding,0,3
Instead of foundation I wear tinted sunscreen. La roche posay yang dalam tube tu chemical ss. Flawless another one is Heliocare punya ss my fave. Orang pakai 2 jari kita pakai 3 jari sebab muka chubby,1708115203165184304,,,in,"Kuala Lumpur City, Kuala Lumpu",0,0,0,https://x.com/anthophilia93/status/1708115203165184304,484510262,anthophilia93,0,1
wts lfb want to sell looking for buyer La Roche Posay Anthelios Sunscreen 50ml new original 290k Link CO: https://t.co/mtHVwnldwu Selama masih bisa di CO berarti masih ada stock,1706841143038845091,,,in,21+,1,0,1,https://x.com/sierrasthingie/status/1706841143038845091,1380560678851764224,sierrasthingie,1,2
Cek La Roche Posay Anthelios UVMune 400 Gel-Cream SPF50+ PA++++ 15ml - Sunscreen Kulit Jerawat/ Berminyak dengan harga Rp203.200. Dapatkan di Shopee sekarang! https://t.co/DbeFnQ4Tpd https://t.co/zqLugZy3b0,1706200847296974881,https://pbs.twimg.com/media/F62koDUbcAAenk5.jpg,,in,Nusantara,0,0,0,https://x.com/RrWulandyah/status/1706200847296974881,1680831150065958913,RrWulandyah,1,2
Temukan La Roche Posay Anthelios UVMune 400 Invisible Fluid SPF50+ PA++++ 50ml - Sunscreen Kulit Normal/ Sensitif dengan potongan 2%! Hanya Rp400.100. Dapatkan segera di Shopee! https://t.co/NBNMU4Jr2Y #ShopeeID https://t.co/ZY2QV5p8IJ,1705565350111367429,https://pbs.twimg.com/media/F6tipbwaIAAvsh1.jpg,,in,Nusantara,0,0,0,https://x.com/RrWulandyah/status/1705565350111367429,1680831150065958913,RrWulandyah,1,2
Temukan dan dapatkan La Roche Posay Anthelios UVMune 400 Gel-Cream SPF50+ PA++++ 15ml - Sunscreen Kulit Jerawat/ Berminyak hanya Rp220.000 di Shopee sekarang juga! https://t.co/HLWrrcNgT6 #ShopeeID https://t.co/65SV0yiO4u,1705393824720359562,https://pbs.twimg.com/media/F6rGpLLbgAAkWuw.jpg,,in,Kudus,0,0,0,https://x.com/finaldibagus/status/1705393824720359562,2257565040,finaldibagus,1,2
boong bgt paling ga ada 3 botol HA serum dr. Barbara Sturm di dressing table kamar dia. Tiga kali seminggu wajib pake Estée Lauder advanced night repair serum retinol eye cream nya Peter Thomas Roth moisturizer ama sunscreen spf 50+ pake La Roche-Posay https://t.co/F7JYgor6al,1705041975848902959,https://pbs.twimg.com/ext_tw_video_thumb/1704911041543766016/pu/img/SQMe8M1NGHDPIfgT.jpg,,in,she/her 21↑,0,1,2,https://x.com/cordonbleuii/status/1705041975848902959,1168907599,cordonbleuii,1,1
@claudeissure moisturizer bagus beauty of joseon sama sunscreen pake la roche posay punya BAGUS BGT,1705006403017220531,,,in,,0,0,0,https://x.com/sanaissure/status/1705006403017220531,1693010225308254208,sanaissure,0,1
@ohmybeautybank Cleansing balm/micellar: wardah seawed Facial wash: la roche posay effaclar/hadalabo gokujyun Moisturizer: la roche posay duo+/dorskin Toner: - Sunscreen: skinaqua spf 30+ Serum:- Retinol:- Exfo:- Klo lg jerawatan better perbaiki dlu basic skinker nya spya skin barriernya kuat,1703744647707971786,,ohmybeautybank,in,,0,0,0,https://x.com/pinkyuberries/status/1703744647707971786,398617852,pinkyuberries,0,3
Skincare masih sama aja 1st cleanser nivea micellar water 2nd cleanser pokonya cari yg ringan dan melembabkan. Sedang pakai wardah rose gel dan indoganic ganti2an. Toner azarine yg apa aja Serum : skip Moist : La Roche Posay Sunscreen : azarine,1702543830510395396,,___hhana,in,Indonesia,0,1,0,https://x.com/___hhana/status/1702543830510395396,1138981942769008640,___hhana,0,1
Sepertinya sunscreen la roche posay ga cocok di gue tiap abis pake malah bruntusan,1700543100865962309,,,in,,0,0,0,https://x.com/pssmga/status/1700543100865962309,1212348318677753856,pssmga,0,0
Buruan gaes mumpung promo 9.9 sunscreen la roche posay full size ga sampe 300 ribu. Ini kirim ke Kalimantan cuma bayar segini Beli disini https://t.co/t99MO7oC5b https://t.co/Ly5svvbIBn,1700469405992566800,https://pbs.twimg.com/media/F5lH6bHakAAl21w.jpg,,in,,0,0,0,https://x.com/jekeyeah/status/1700469405992566800,1470978502916599808,jekeyeah,1,1
Sunscreen La Roche Posay jual 200rb aja masih new beli di official store #zonauangᅠ https://t.co/so6ta2F7f9,1698639516708618739,https://pbs.twimg.com/media/F5LHopBbAAAOiC7.jpg,,in,,0,0,0,https://x.com/Katnisss_06/status/1698639516708618739,1272033486132482048,Katnisss_06,1,2
@convomfs TIPE KULIT: combi to dry sensitive - fw: la roche posay - moist: skintific biru - toner: skintific 4d - serum: skii pitera - sunscreen: peterson's lab - eksfoliasi: cosrx - masker: skintific abu,1696480865977872529,,convomfs,in,she/her,0,1,0,https://x.com/csbnuna/status/1696480865977872529,984737979510931456,csbnuna,0,3
TIPE KULIT: normal tp dry skin - fw: cetaphil - moist: innisfree yg green tea - toner: - - serum: la roche posay effaclar (not recommended for dry skin like mine krn fucked up ur skin jjr lgsg jd beruntusan??) - sunscreen: anessa / hera - eksfoliasi: some by mi - masker: -,1696163518662291506,,,in,🐈‍⬛ 03 | multifan,0,0,0,https://x.com/userspicyramen/status/1696163518662291506,3109045092,userspicyramen,0,3
TIPE KULIT: dry skin - fw: hadalabo tamagohada aha bha - moist: la roche posay b5 - toner: - serum: - sunscreen: azarine moisturiser spf 34 - eksfoliasi: - masker: (+ essence : cosrx snail 96 mucin) agak dikit ya... soalnya gua setiap sebulan sekali treatment aja,1696135267521102038,,,in,,0,1,0,https://x.com/ruwbaby/status/1696135267521102038,1559049988684267520,ruwbaby,0,3
@seukeoruts Hi kak mohon maaf menganggu. Aku lagi open Jastip La Roche Posay clearance sale handcarry. Siapa tau berminat untuk ikutan kak Sunscreen LRP + Shower Gel + Toner = 398k aja kak Bisa c.o shopee/tokped by req ETA 18 Sept 🇮🇩 Thank you kak have a nice day! https://t.co/8kibkUEcub,1695996478622486744,https://pbs.twimg.com/media/F4ljyl9agAAPm9H.jpg,seukeoruts,in,,0,0,0,https://x.com/pearltiea/status/1695996478622486744,934709131050491904,pearltiea,1,2
hellow ada yg butuh La roche posay cicaplast baume b5 15 ml (new sealed) sama sunscreen erha SPF 30 for normal to oily skin (preloved baru 3x pakai tapi gacocok jadi aku prelovedin ajaa). Harga underprice semua tenanggg.... #zonauang #skincare #wts #wtb,1695979960350199982,,,in,,0,2,0,https://x.com/Stloberryy/status/1695979960350199982,1456255423426621443,Stloberryy,0,2
@convomf Milk cleanser viva - sabun muka pyunkang yul (acne) - moisturizer la roche posay baume b5+ - sunscreen. Alhamdulillah sih nder aku udah jarang bruntusan sama jerawat jadi lebih baik banget terus tekstur kulit jadi lebih lembut sama pori-pori mengecil sih aku ngerasanya,1695760871090471130,,convomf,in,,0,2,0,https://x.com/flyhighcarat/status/1695760871090471130,1656018694525587457,flyhighcarat,0,1
Cek BEAUTYBENK-FORMULA BARU La Roche Posay Anthelios UVMune 400 Invisible Fluid 50ml - SPF50+ PA++++ Sunscreen Kulit Normal/ Sensitif dengan harga Rp185.000. Dapatkan di Shopee sekarang! https://t.co/bCs54Xiiow https://t.co/HlhS8YxaCD,1695269256701821329,https://pbs.twimg.com/media/F4bOZ8jaAAA5uLa.jpg,,in,https://twitter.com/AlrojiX501,0,0,0,https://x.com/AlrojiX50101/status/1695269256701821329,1656586805758787585,AlrojiX50101,1,2
@convomfs Skin type : combi Fw : cetaphil Mw : garnier pink Toner: - Serum : avoskin Moist : lagi nyari yg cocok Sunscreen : anessa/la roche posay Exfoliating : avoskin Mask : innisfree sheet mask,1693668073776267337,,convomfs,in,,0,0,0,https://x.com/_there_is_a_/status/1693668073776267337,1550451057968304128,_there_is_a_,0,3
busuk sia bau sunscreen la roche posay,1693615950850122188,,,in,,0,0,0,https://x.com/A1IESHO/status/1693615950850122188,1427164914649419776,A1IESHO,0,0
@convomfs Skin type : oily Fw : elsheskin Mw : - pakenya cleansing balm Toner : dear klairs Serum : avoskin dan azarine Moist : elsheskin (pagi) la roche posay (malam) Sunscreen : anessa Exfoliating : avoskin Mask : skintific rempong juga trnyata skincare rutin i yyyh hvft,1693549571979485525,,convomfs,in,,0,2,0,https://x.com/twgteacup/status/1693549571979485525,242238611,twgteacup,0,3
S type : dulu combi skrg normal to dry Fw : Lumineux cetaphil. Mw : garnier yg ga perih di mata Toner: - Serum : - Moist : la roche posay &amp; neutrogena Sunscreen : anessa cosrx. Ganti D2 Exfoliating : glycolic acid Mask : - Bahan aktif: retinol niacinamide ascorbic acid,1693287184210804794,,,in,,0,1,0,https://x.com/TabibKerajaan/status/1693287184210804794,49637623,TabibKerajaan,0,3
@convomfs Skin type : Sensitive + Dry Fw : Sebamed foam Mw : garnier pinkk Toner: la roche posay effaclar / hada labo hyaluronic Serum : melano cc (ini lebih ke essence sih dikit2 doang) Moist : kiehl s ultra facial cream Sunscreen : npure Exfoliating : hampir gapernah hehe Mask : ganti2,1693182884197384589,,convomfs,in,,0,1,1,https://x.com/__jjanggu_/status/1693182884197384589,1679792154418499585,__jjanggu_,0,3
@convomfs Semua skincare ku dr somethinc nder cmn ga pake mask aja. Cmn lg coba ganti sunscreen skrng lg pk la roche posay,1693093676229280012,,convomfs,in,,0,0,0,https://x.com/inisiapahayo_16/status/1693093676229280012,2199074118,inisiapahayo_16,0,2
Skin type : oily Fw : cetaphil Mw : biore pink/garnier biru Toner: ga pake Serum : la roche posay hyalu b5/niacinamide c10 Moist : cetaphil Sunscreen : erha/la roche posay Exfoliating : neogen ungu Mask : ga tau dah ga pernah lagi skincare semua disponsori oleh kakak,1692943509823901849,,,in,infj,0,0,0,https://x.com/owcimeng/status/1692943509823901849,1344312586364354560,owcimeng,0,3
My next target to purchase emulsion waterbank laneige &amp; la roche posay sunscreen. Ya Allah bagila saya kaya cepat supaya tak berkira dengan skincare dah.,1692016716497474030,,,in,KUL 🛬,0,0,0,https://x.com/Anggunseroja_/status/1692016716497474030,1149835317144276995,Anggunseroja_,0,1
@swextdemon Salfok kak sebelah la roche posay itu apa yaa? Sunscreen kah?,1691641286208651763,,swextdemon,in,,0,1,0,https://x.com/snnyxyde/status/1691641286208651763,1242428734155534336,snnyxyde,0,2
Cek Produk readyLa Roche Posay Anthelios Fluid SPF 50+ PA++++ [50ml] - Sunscreen Kulit Normal/Sensitif dengan harga Rp209.000. Dapatkan di Shopee sekarang! https://t.co/tehXlCo5F9 https://t.co/R4mlFphAu8,1691414195433357312,https://pbs.twimg.com/media/F3kcP1eaUAAe8Lj.jpg,,in,Surabaya indonesia,0,0,0,https://x.com/purneka_asih/status/1691414195433357312,1094985886830231553,purneka_asih,1,2
Jadi skrg aku cuma rajin pake ￼La Roche Posay Effaclar Duo+ Moisturizer aja + sunscreen dari Anessa. Teksturnya ringan menurut aku msh ada aromanya dikit tp gak bikin enek kok aku malah sukakkk! https://t.co/czn0HuhaGh https://t.co/4V5YuaDdyV,1690559275029172226,https://pbs.twimg.com/media/F3YSsvxawAAOCAD.jpg,jungjeonmama_,in,+62,0,1,0,https://x.com/jungjeonmama_/status/1690559275029172226,70646829,jungjeonmama_,1,1
Cukup moisturizer ku aja yang LRP kalo sunscreen juga ikut La Roche Posay apa tidak menangis kantong Sleman ku ini Tapi emang the best sih di kulit badaku ini,1690400319879172096,,,in,"Yogyakarta, Indonesia",0,0,0,https://x.com/ceyinkaa/status/1690400319879172096,2368315952,ceyinkaa,0,1
@hwangnieyaa @starletpink @muthiastp La roche posay tinted sunscreen kalo punya budget lebih.,1690291644841787392,,hwangnieyaa,in,,0,1,0,https://x.com/AnndyRAd/status/1690291644841787392,45465399,AnndyRAd,0,1
@muthiastp La roche posay selalu di hati. Ampe nyetok simpen di mobil di kamar di tas. Sepenting itu sunscreen yg legit https://t.co/RbyApC2BUW,1690261702305300481,https://pbs.twimg.com/media/F3UEDmBa4AAskiu.jpg,muthiastp,in,"Adelaide, South Australia",2,2,6,https://x.com/gangginggung/status/1690261702305300481,100213986,gangginggung,1,1
sekarang udah ganti ke la roche posay soalnya enak banget sunscreen dia,1690195251451854848,,dxiecity,in,,0,0,0,https://x.com/dxiecity/status/1690195251451854848,1284036206116786176,dxiecity,0,1
@akuucamtik @ohmybeautybank Jujur sebenernya gak ngerti juga sih tapi aku permah dapet sunscreen dr dokterku spf 50 tuh konsistensinua thick bgt dan produk yg disaranin sm dokter (banana boat la roche posay dll) jg konsistensinya gt kayak at least dia ada whitecast yg lambat laun ngebaur ke kulit cmiiw,1689947191518048256,,akuucamtik,in,,0,1,0,https://x.com/piscessfairy/status/1689947191518048256,1444962497199415296,piscessfairy,0,0
La Roche Posay Acne Hero Duo - Pelembab dan Sunscreen Wajah untuk Kulit Berjerawat. Lagi flash sale guys https://t.co/n5ISSq4wRE,1680912748899897344,https://pbs.twimg.com/media/F1PNPJIaUAcEnL8.jpg,,in,,0,1,0,https://x.com/lisa_fbri/status/1680912748899897344,1550689232179830784,lisa_fbri,1,2
La Roche Posay Acne Protection Duo - Pelembab dan Sunscreen Wajah untuk Kulit Berminyak/Berjerawat. Flash sale guys https://t.co/80X78wwkxx,1680898610119196673,https://pbs.twimg.com/media/F1PAYL-agAIw7BT.jpg,,in,,0,1,0,https://x.com/lisa_fbri/status/1680898610119196673,1550689232179830784,lisa_fbri,1,2
4. La Roche-Posay Anthelios Mineral Spf 50 Tinted sunscreen yang satu ini dikenal sangat tahan air keringat dan debu. Sunscreen ini juga tidak membuat perih di mata. Teksturnya membuat kulit wajah tetap stay on dan tidak meninggalkan whitecast pada kulit. https://t.co/71MBvOZ7ek,1679799169060605953,https://pbs.twimg.com/media/F0_XTmpagAMUAmx.jpg,marshabeautyid,in,Jakarta,0,1,0,https://x.com/marshabeautyid/status/1679799169060605953,1349174081749282817,marshabeautyid,1,1
Temukan La Roche Posay Anthelios XL Dry Touch SPF 50+ PA++++ 15ml - Sunscreen Kulit Berminyak/ Sensitif dengan potongan 55%! Hanya Rp99.000. Dapatkan segera di Shopee! https://t.co/c7UyRFsMWL #ShopeeID https://t.co/8COfUceZYK,1679642761442500614,https://pbs.twimg.com/media/F09KL8zaYAAWbEO.jpg,,in,,0,0,0,https://x.com/mommyichiocha/status/1679642761442500614,1307599177,mommyichiocha,1,2
@sheirockey @tasyall La roche posay: proteksi oke bgt gak whitecast harga bikin boncos karna sunscreen kan cepet habis ya nek Npure: proteksi cukup oke pas matahari menyengat harga oke gak whitecast tp di muka kliatan kyk berminyak,1678012996101222400,,sheirockey,in,Indonesia,0,1,0,https://x.com/mbakchaaaa/status/1678012996101222400,86284685,mbakchaaaa,0,1
@stronggvrlll Aku juga dulu gini akhirnya aku ganti skincare yg gentle + buat perbaikin skin barrier. tapi emang kadang ada yg kulit gak cocok setiap hari pake sunscreen sih. Sunscreen aku prefer brand korea/japan/ coba la roche posay. Lebih pricey tapi di aku cocok sih,1677749872085323776,,stronggvrlll,in,Indonesia,0,0,0,https://x.com/fairfeb/status/1677749872085323776,1622970742005714944,fairfeb,0,1
La Roche Posay Combination Skin Duo - Facial Wash dan Sunscreen untuk Kulit Kombinasi. Flash sale guys https://t.co/okWKzzGtos,1677102059991216128,https://pbs.twimg.com/media/F0ZDbqMakAEO2fR.jpg,,in,,0,1,0,https://x.com/lisa_fbri/status/1677102059991216128,1550689232179830784,lisa_fbri,1,2
@damevivienne gw tebak sunscreen lu pasti la roche posay ya,1676957832124702721,,damevivienne,in,,0,1,0,https://x.com/threexsummers/status/1676957832124702721,909393632586633217,threexsummers,0,1
@nrlsyxhirxh Utk heal breakout dulu ke ? Nak kena recap balik pakai apa kalau tanya skrg pakai apa : Cleanser la roche posay / alluskin Blumarine ampoule kayman Moisturiser ceradan advanced Sunscreen isntree Retinol good molecules Itu sajer,1676512887924490241,,nrlsyxhirxh,in,wangsa melawati,0,1,0,https://x.com/adrianazlan/status/1676512887924490241,399237838,adrianazlan,0,1
gue td pagi ril bgt baru checkout moistnya la roche posay trs gue lg bingung mau checkout sunscreen antara peterson's lab atau cosrx EH TBTB GEMFOU NGEPOST SUNSCREEN LRP APA GWE CHECKOUT LRP LG AJA YH SUNSCREENNYA??!,1676494300648185856,,,in,in GEMINIFOURTH era,0,0,0,https://x.com/mochalattaynew/status/1676494300648185856,1575773846158049280,mochalattaynew,0,1
@ohmybeautybank coba kurangin skincarenya deh nder terus pake basic skincare dulu aja (toner &gt; moist &gt; sunscreen untuk siang). coba pake la roche posay cicaplast buat moistnya obat jerawatnya coba pake acnoc,1675277973967212547,,ohmybeautybank,in,,1,1,0,https://x.com/rusehlert/status/1675277973967212547,2344550346,rusehlert,0,2
La Roche Posay Acne Hero Duo - Pelembab dan Sunscreen Wajah untuk Kulit Berjerawat. Lagi flash sale guys https://t.co/qJKHJyMlCg,1675068089992638464,https://pbs.twimg.com/media/Fz8JjO7aUAEfNqJ.jpg,,in,,0,1,0,https://x.com/lisa_fbri/status/1675068089992638464,1550689232179830784,lisa_fbri,1,2
La Roche Posay Acne Protection Duo - Pelembab dan Sunscreen Wajah untuk Kulit Berminyak/Berjerawat. Flash sale guys https://t.co/C6k45LxJes,1674959641909006337,https://pbs.twimg.com/media/Fz6m6uOaMAE43Pf.jpg,,in,,0,1,0,https://x.com/lisa_fbri/status/1674959641909006337,1550689232179830784,lisa_fbri,1,2
@tanyarlfes Yang mudarin bekas acne kata dokter spkk tuh tinted sunscreen kalo budget kamu lebih bisa pake la roche posay kalo mau yg lebih murah bisa pake avoskin https://t.co/uZZhGIFfFH,1674222074150412290,https://pbs.twimg.com/media/FzwIF8FaQAA84vy.jpg,tanyarlfes,in,🐰💖,1,1,2,https://x.com/m_inthebuilding/status/1674222074150412290,1341306728223133697,m_inthebuilding,1,1
kepo sunscreen viral ini yang seharga la roche-posay https://t.co/xSHhyxolxM,1672828910495739904,https://pbs.twimg.com/media/FzcVBrracAAUPuZ.jpg,,in,,1,2,0,https://x.com/bybyefever/status/1672828910495739904,41793092,bybyefever,1,1
La Roche Posay Acne Protection Duo - Pelembab dan Sunscreen Wajah untuk Kulit Berminyak/Berjerawat. Flash sale guys https://t.co/8pxiCpSeRv,1672540734971596805,https://pbs.twimg.com/media/FzYO7wuaMAAiRA2.jpg,,in,,0,1,0,https://x.com/kikirisqiyani/status/1672540734971596805,1641730380,kikirisqiyani,1,2
kenal tak sesiapa ps la roche posay? saya nak beli sunscreen ah,1672440280962965505,,,in,Malaysia,0,3,1,https://x.com/jiicantik/status/1672440280962965505,1281956239950221324,jiicantik,0,1
@iwant_a_puppy - Anessa Gold Milk - La Roche Posay Anthelios - Biore Athlizm Aku berenang biasa &amp; ke pantai paling sering pakai ketiga sunscreen itu.,1671803002716569605,,iwant_a_puppy,in,Indonesia,0,1,0,https://x.com/skinbrotha/status/1671803002716569605,164976782,skinbrotha,0,1
Akhir-akhir ini lagi sering banget coba-coba skincare salah satunya sunscreen dan ini my top 4 sunscreen : 1. Loreal : https://t.co/uzrZPSpnRk 2. Azarine : https://t.co/3KE4NbvqlE 3. Carasun : https://t.co/bLt5YtI3I8 4. La roche posay : https://t.co/iLbJDTkC4w,1670690200048267264,,,in,,0,0,0,https://x.com/dianitairfa/status/1670690200048267264,55276332,dianitairfa,1,1
Sekarang tiap hari cuma pakai skincare ini aja. Simple aja sih Fw : labore mild cleanser Moist : la roche posay baume b5+ (love banget banget ) Ss : labore physical sunscreen spf 45 PA+++ https://t.co/QOqc9IsaIr,1670075317774606337,https://pbs.twimg.com/media/Fy1MpSoacAAHVQu.jpg,stressahjumma,in,,0,4,1,https://x.com/stressahjumma/status/1670075317774606337,1526441951616442370,stressahjumma,1,3
Yg mau coba Sunscreen LRP juga bisa cek yaa! Check out 'Sunscreen La Roche Posay Anthelios 50SPF' available at Rp 200.000 on #Carousell https://t.co/5rvMcgXhqX https://t.co/DluT7od9D5,1669706743205752832,https://pbs.twimg.com/media/Fyv9bqcaAAc0PAy.jpg,,in,Indonesia,0,0,0,https://x.com/khairinaprilia/status/1669706743205752832,94518188,khairinaprilia,1,2
Yg mau coba tinted sunscreen tapi masih ragu? Cus cek deh Check out 'La Roche Posay Tinted Suncreen 50SPF' available at Rp 200.000 on #Carousell https://t.co/AeoLDgnAcA https://t.co/mcbeZsyBPn,1669706290749378566,https://pbs.twimg.com/media/Fyv9BQqaEAADnhM.jpg,,in,Indonesia,0,0,0,https://x.com/khairinaprilia/status/1669706290749378566,94518188,khairinaprilia,1,2
La Roche Posay Acne Hero Duo - Pelembab dan Sunscreen Wajah untuk Kulit Berjerawat. Lagi flash sale guys https://t.co/AQHKemgDC7,1669577767778942976,https://pbs.twimg.com/media/FyuIIbVakAAVnNm.jpg,,in,,0,1,0,https://x.com/kikirisqiyani/status/1669577767778942976,1641730380,kikirisqiyani,1,2
La Roche Posay Acne Protection Duo - Pelembab dan Sunscreen Wajah untuk Kulit Berminyak/Berjerawat. Flash sale guys https://t.co/BvpG7SauYR,1669567349903728641,https://pbs.twimg.com/media/Fyt-p27acAYYPR3.jpg,,in,,0,1,0,https://x.com/lisa_fbri/status/1669567349903728641,1550689232179830784,lisa_fbri,1,2
La Roche Posay Combination Skin Duo - Facial Wash dan Sunscreen untuk Kulit Kombinasi https://t.co/Rz8fLWEuoS,1669567112069926912,https://pbs.twimg.com/media/Fyt-b8RaAAAreND.jpg,,in,,0,1,0,https://x.com/kikirisqiyani/status/1669567112069926912,1641730380,kikirisqiyani,1,2
Step pagi selesai lanjut bisa pake make up. Kalau malam sunscreen gw ganti dgn moisturizer dari La Roche Posay Effaclar duo+ ini bagus banget ya buat kulit wajah cenderung oily dan acne prone. LRP ada off shopnya di toko oren &gt; https://t.co/ESodm331YF https://t.co/sgee6Uw9On,1668235453349388288,https://pbs.twimg.com/media/FybDTEJaUAc3rrh.jpg,txtfromholy,in,Jakarta Capital Region,1,3,0,https://x.com/txtfromholy/status/1668235453349388288,39438193,txtfromholy,1,1
@ohmybeautybank Sender itu high dose untuk exfoliate seminggu 1-2 kali aja pakenya pas malem paginya harus pake sunscreen extra banyak plus rajin reapply abis pake itu harus pake produk yg soothing contoh moist la roche posay lipikar baume atau cicaplast baume b5+,1667445181615067142,,ohmybeautybank,in,AKUN GADO-GADO,0,2,0,https://x.com/GurlSalto/status/1667445181615067142,1219622362548621312,GurlSalto,0,2
La Roche Posay Acne Protection Duo - Pelembab dan Sunscreen Wajah untuk Kulit Berminyak/Berjerawat. Lagi flash sale guys https://t.co/PkOINwx8Yo,1666773440198758400,https://pbs.twimg.com/media/FyGRnGFacAE94xY.jpg,,in,,0,1,0,https://x.com/lisa_fbri/status/1666773440198758400,1550689232179830784,lisa_fbri,1,2
Temukan La Roche Posay Anthelios Tinted Fluid SPF 50+ 50ml - Sunscreen Kulit Berminyak/ Sensitif dengan potongan 23%! Hanya Rp314.000. Dapatkan segera di Shopee! https://t.co/JCAPUD6bzx #ShopeeID https://t.co/KCOAZ0B2ry,1665951157884456961,https://pbs.twimg.com/media/Fx6lvyEaIAInqHN.jpg,,in,Panongan  -  tangerang,0,0,0,https://x.com/hasanwjy66/status/1665951157884456961,2831836117,hasanwjy66,1,2
@ohmybeautybank Pernah coba sunscreen la roche posay tp yg gak cocok dompetku ngerasa gak worth karena ada produk lain yg sama sama fine di kulit aku tp lebih murah,1665727041965105152,,ohmybeautybank,in,"Bogor, Jawa Barat",0,0,0,https://x.com/wonjiniu/status/1665727041965105152,3233337894,wonjiniu,0,0
Cek La Roche-Posay Anthelios Fluid SPF 50+ PA++++ 50ml - Sunscreen Original dengan harga Rp85.000 - Rp199.000. Dapatkan di Shopee sekarang! https://t.co/fWasVFKhp3 https://t.co/myq4H58ZXH,1665177683716866051,https://pbs.twimg.com/media/FxvmR1JakAEFe3v.jpg,,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/RacunShopee1109/status/1665177683716866051,1568827596942745601,RacunShopee1109,1,2
Kalian yg suka matte sunscreen cobain ss la roche posay deh. Matte nya kejaga terus walaupun kena panas kayak di padang pasir,1663893164435070978,,,in,,0,0,0,https://x.com/nana1308x/status/1663893164435070978,1276623476007157760,nana1308x,0,1
@ohmybeautybank Pengen coba serum retinol sama vit c nya kiehls ato serum laneige yang 1 4jt itu. Trus pake la roche posay yang cicaplast. Wash off mask nya the body shop yang himalayan charcoal (ini bagus dah pernah coba jaman masih kaya). Sama sunscreen anessa sudah pasti,1663842805079502850,,ohmybeautybank,in,,0,0,0,https://x.com/roses_are_risa/status/1663842805079502850,2281767199,roses_are_risa,0,1
